lang	long	lat
"in"	120.758586	-1.385895
"en"	-75.239849	39.831921
"nl"	4.702844	50.876195
"th"	100.618338	13.990677
"pt"	-39.312228	-4.358404
"tr"	29.0822	41.035857
"pt"	-34.830587	-7.162213
"pt"	-43.310148	-23.012037
"ar"	46.823519	24.775588
"en"	121.599001	13.941237
"en"	102.297198	2.773535
"pt"	-34.907983	-8.011724
"tr"	28.965911	41.014431
"nl"	4.469442	51.30348
"en"	28.036607	-26.193391
"en"	-93.2649	44.979
"in"	115.17677	-8.72233
"ru"	37.529786	55.790661
"tr"	32.795821	39.93949
"tl"	103.346154	3.806856
"tr"	28.981982	41.063232
"und"	41.729632	40.886073
"in"	110.32849	-6.96126
"tr"	29.22749	40.876096
"pt"	-52.37739	-31.75533
"en"	-84.4808	42.7348
"pt"	-42.899933	-22.711874
"en"	31.071655	-25.325017
"ru"	60.556956	56.863471
"in"	106.807383	-6.391224
"en"	-73.994061	40.752751
"tl"	112.73211	-7.38886
"tr"	26.572231	41.66852
"es"	-59.060177	-34.1011
"es"	-59.516539	-33.826143
"pt"	-44.065294	-22.542974
"es"	-56.225631	-34.752522
"en"	-4.78331	55.250592
"pt"	-6.152524	36.671839
"pt"	-46.549714	-23.578229
"tr"	28.228846	41.080299
"en"	107.615222	-6.928165
"in"	101.802193	2.937408
"tr"	29.02622	41.047821
"en"	-117.918914	33.812445
"ru"	46.014127	51.541456
"ja"	139.341726	35.630735
"ru"	36.20206	50.002797
"en"	-118.569849	34.269658
"en"	101.642958	3.074117
"tr"	27.353209	41.406158
"en"	55.358994	25.243204
"tr"	30.260407	40.686103
"in"	103.370524	3.813281
"es"	-58.569861	-34.593357
"en"	112.60419	-7.93048
"en"	112.55408	-7.89635
"en"	-123.415015	48.507089
"es"	-46.537441	-23.629535
"th"	102.093616	14.977313
"pt"	-48.698489	-26.890298
"en"	-77.461735	38.302859
"tr"	35.52816	38.231205
"en"	-84.313676	39.314938
"pt"	-44.279165	-2.547602
"in"	101.720276	3.196589
"pt"	-46.986428	-20.929361
"th"	102.781455	14.613782
"und"	121.122294	14.69396
"en"	-122.451755	37.776322
"en"	24.844748	57.145182
"en"	-74.031832	40.98525
"ru"	56.203554	57.982071
"en"	36.892893	-1.285321
"en"	-122.883134	46.976144
"en"	-80.542841	37.134696
"en"	-93.263836	44.979965
"es"	-69.280411	10.068608
"ru"	39.868304	59.219009
"tl"	107.61065	-6.90289
"en"	-116.217874	43.606484
"es"	-5.078785	37.539562
"es"	-58.240326	-34.751334
"en"	-9.139396	53.993855
"en"	-118.460725	33.982538
"pt"	-53.442208	-24.988342
"ja"	135.382818	34.814881
"tr"	30.644503	41.115707
"tr"	27.90283	39.655479
"tr"	27.145677	38.367974
"en"	-37.345322	-5.18279
"es"	-100.302568	25.667489
"en"	-97.473356	35.661951
"en"	2.156332	41.381415
"en"	-93.421389	45.001944
"ru"	55.828679	58.027749
"tr"	28.597239	41.013451
"en"	-8.428378	51.919869
"en"	112.759667	-7.27314
"en"	-77.677386	43.241785
"en"	-86.529749	39.143384
"ar"	49.673349	25.299126
"und"	8.799394	45.777779
"en"	-110.911602	32.158912
"en"	-86.750191	36.088652
"pt"	32.56809	-25.971491
"en"	-0.895211	52.261502
"nl"	-83.270524	42.101728
"en"	-74.649246	40.500421
"en"	151.205318	-33.873626
"es"	-3.667363	40.193339
"en"	3.58533	51.255544
"pt"	-52.016744	-28.068662
"pt"	-44.21668	-2.545093
"in"	100.63832	-0.779272
"en"	-1.31817	5.149427
"tl"	123.724399	13.141759
"tl"	-43.257482	-22.873218
"tr"	29.00379	41.043019
"en"	153.153838	-27.715898
"en"	-118.506531	34.462747
"en"	-75.55088	39.740226
"en"	36.902238	-1.194735
"in"	109.31962	-0.02047
"tr"	35.843687	38.536669
"tr"	27.181263	38.410157
"en"	-0.094934	51.49706
"ja"	139.588248	35.423776
"en"	101.629217	3.182453
"en"	-81.210236	28.579322
"es"	-3.652721	40.413242
"en"	-73.98811	40.721273
"ja"	138.396419	34.935033
"ja"	143.354111	44.356564
"pt"	-50.315262	-23.302435
"th"	104.859934	15.192322
"en"	103.98982	1.364519
"tl"	28.05493	-26.252607
"in"	112.654682	-7.918903
"tr"	29.027909	41.092331
"ru"	32.06096	49.45061
"en"	-1.289202	5.118207
"ar"	44.350523	32.042736
"en"	-75.156238	39.986082
"es"	-43.956307	-19.796946
"en"	-0.08662	51.526326
"th"	99.939221	13.115098
"en"	122.163806	13.911374
"en"	-7.60156	33.570588
"en"	-96.661796	33.074009
"es"	28.799196	41.035868
"es"	-66.798925	10.499847
"en"	46.65257	24.825762
"tr"	29.268687	40.962891
"tr"	29.042844	41.007897
"in"	106.97172	-6.29724
"es"	-72.117624	-36.611398
"tr"	29.157964	41.019784
"und"	-48.089704	-15.805312
"es"	-3.834459	43.449835
"en"	-1.917036	50.726422
"en"	-84.370304	33.769141
"und"	26.585109	41.672884
"es"	-54.611335	-26.405301
"tr"	35.328415	36.999996
"en"	-4.225016	57.478044
"tr"	31.063566	36.860777
"en"	120.891403	14.482113
"in"	98.633929	3.584443
"th"	99.916911	20.439562
"en"	-112.074037	33.448377
"ja"	139.616956	35.399208
"en"	-76.61073	39.291
"en"	-95.723373	29.752802
"es"	-99.095818	19.39405
"en"	-81.549819	28.374142
"en"	120.995002	14.628565
"en"	-82.377285	29.696988
"pt"	-34.827459	-7.734417
"en"	-3.69856	40.419707
"in"	102.403191	6.048444
"tr"	29.010357	41.041711
"de"	13.119993	52.381905
"in"	112.75346	-7.22958
"en"	-87.760686	41.968322
"pt"	-46.965326	-22.87877
"es"	-3.513222	40.323974
"es"	-5.738562	41.445045
"tr"	38.39008	40.919144
"und"	-58.745435	-34.531132
"es"	-65.0058	-31.728686
"fr"	3.073717	50.630242
"en"	73.123366	19.233128
"en"	-71.130803	42.356014
"es"	-5.894357	40.421759
"es"	-67.774154	-34.842064
"en"	77.201989	28.709848
"es"	-76.562785	2.490108
"fr"	1.914086	48.992298
"tr"	28.963889	41.016111
"en"	-115.248113	36.228784
"en"	-116.419389	34.959208
"es"	-100.351176	25.67413
"nl"	5.990833	52.215833
"en"	-82.767232	37.729724
"tr"	35.11292	38.514795
"pt"	-52.422681	-29.751247
"in"	101.578946	3.112341
"es"	-3.655952	42.917996
"en"	-72.375098	40.89058
"fr"	6.14991	49.085931
"tr"	26.288239	38.364966
"en"	4.642181	52.072361
"pt"	-46.494296	-23.511164
"en"	-119.81523	39.540511
"ar"	31.197389	30.07533
"in"	102.03225	2.526914
"en"	-122.390066	37.79004
"en"	-93.2836	32.3265
"en"	0.329993	51.490977
"in"	102.294583	6.150054
"en"	-0.523589	53.236324
"en"	120.720537	14.925102
"en"	30.296836	-23.063121
"in"	115.16498	-8.74484
"en"	-92.289595	34.746481
"tr"	29.026617	40.986522
"tr"	35.17655	38.49636
"pt"	-43.653582	-22.798754
"pt"	-58.364339	-34.870052
"in"	106.822547	-6.620455
"ja"	139.677271	35.747208
"en"	-88.162784	42.890487
"tr"	30.566509	39.754038
"fr"	-61.461581	16.332745
"tr"	30.704707	36.888976
"fr"	2.391399	48.650015
"en"	-117.884321	33.879383
"es"	-73.035434	-36.831659
"ru"	56.14999	57.995571
"in"	110.39291	-7.78513
"pt"	-46.545272	-23.695991
"es"	-2.54216	38.948332
"en"	121.844561	25.109295
"es"	-70.651034	-33.490397
"es"	-64.887449	-24.2498
"ja"	139.625075	35.46895
"en"	-159.469686	21.897086
"en"	126.976825	37.564943
"tr"	27.804917	41.159293
"en"	-73.21958	42.96281
"es"	-58.407875	-31.5222
"en"	-119.041677	34.228076
"en"	-4.72753	54.091425
"nl"	4.873163	52.334908
"en"	26.80315	-25.18541
"en"	-1.17454	52.563798
"es"	-63.052911	-31.425831
"en"	50.002953	26.254363
"in"	112.72695	-7.29934
"en"	-78.954503	43.902564
"ru"	27.430087	53.923481
"en"	30.199338	40.776213
"ru"	36.880267	50.39624
"ar"	31.372587	31.030738
"tr"	27.544001	40.981051
"en"	-4.308662	57.478605
"fr"	3.003675	42.616167
"ru"	61.466358	55.189163
"it"	15.352811	38.197925
"en"	100.490897	7.003347
"nl"	5.112221	52.108999
"en"	151.291111	-33.752778
"ja"	135.772691	34.967096
"tr"	35.761425	38.631432
"ru"	37.588114	55.754152
"in"	103.58129	1.53339
"tr"	27.817757	41.151047
"en"	27.924234	-26.227519
"en"	-0.024586	51.532859
"tr"	35.476585	38.743364
"es"	-58.569135	-34.581611
"ru"	30.334724	59.935751
"tl"	124.256277	7.217352
"und"	-58.539402	-34.592575
"ja"	139.931775	35.832677
"es"	-56.947206	-25.668054
"es"	-58.341182	-34.757395
"tr"	27.207995	38.438074
"tl"	120.26828	16.040927
"en"	2.163266	41.42217
"en"	98.098756	4.326246
"es"	-58.418628	-34.705563
"en"	11.0991	60.1939
"es"	-69.941292	18.462149
"en"	-75.116879	39.709723
"en"	-111.859722	40.5725
"en"	2.159467	41.403268
"en"	12.432273	44.155149
"pt"	-43.94896	-19.946908
"en"	-80.053392	26.704469
"es"	-67.545811	10.170326
"tr"	27.727087	37.850543
"en"	-98.17516	26.182267
"in"	110.362345	-7.791201
"es"	2.16254	41.359112
"en"	-97.734087	30.272002
"und"	-46.669822	-23.665353
"es"	-66.8983	10.496
"tr"	29.99517	39.422079
"ja"	139.73546	35.988715
"en"	-76.820326	39.171293
"es"	25.484467	36.376339
"en"	103.741837	1.333785
"tr"	30.849315	41.045582
"en"	-86.255001	32.3812
"es"	2.67565	39.558076
"es"	-58.357627	-34.65779
"pt"	-51.804742	-30.842886
"es"	-86.359733	13.085397
"en"	-4.184177	55.759035
"en"	-84.517908	38.085509
"ar"	48.027466	29.349326
"es"	-73.096765	7.099243
"en"	107.62479	-6.90062
"en"	-83.612994	42.24115
"tl"	120.960331	13.769532
"tr"	28.869002	40.97517
"in"	122.85096	0.63931
"pt"	-48.456427	-1.135231
"in"	101.552101	3.068596
"ar"	48.068435	29.166593
"in"	-103.474957	20.709253
"tr"	30.544524	37.781807
"pt"	-9.158303	38.752636
"en"	-77.017408	38.907261
"pt"	-43.173342	-22.911103
"ja"	139.438013	35.800577
"en"	-122.27346	37.802016
"tr"	31.58711	40.742637
"tr"	27.097155	38.35001
"in"	-67.793534	-9.960943
"en"	35.641355	33.888778
"en"	-76.730727	39.155974
"pt"	-44.023974	-19.994148
"fr"	3.706333	46.060737
"en"	-46.470581	-23.540736
"tr"	29.391122	40.761495
"en"	-94.918297	29.997801
"in"	106.793281	-6.611325
"es"	-3.666932	40.477274
"en"	3.351349	6.695596
"ru"	56.000061	54.749743
"tr"	28.931764	41.01576
"es"	-70.33065	18.274563
"en"	-90.028066	34.796339
"nl"	5.074144	53.297748
"es"	-84.163764	9.98126
"pt"	-47.344325	-23.348403
"in"	110.80635	-7.56737
"tr"	28.356784	40.211601
"en"	-6.26343	53.335218
"nl"	-87.6356	41.506146
"in"	107.585781	-7.047811
"en"	2.134679	41.422303
"en"	7.426938	9.116815
"nl"	4.872007	52.085732
"und"	24.209695	56.933718
"en"	-80.002481	40.438131
"en"	-1.236033	52.911206
"pt"	-51.195114	-30.065351
"en"	125.631866	7.100673
"ar"	57.413925	23.834829
"es"	-8.809511	38.978243
"ar"	49.59422	25.356429
"en"	-82.697708	39.794736
"es"	-60.884296	-35.450087
"es"	-67.156502	-39.076697
"ru"	30.215725	59.943554
"en"	-78.540494	35.945661
"ru"	39.571102	49.191817
"tr"	30.178378	40.775003
"es"	-4.89224	36.510531
"pt"	-46.544723	-23.517531
"en"	33.63693	34.888305
"en"	-4.23333	57.4667
"tr"	35.540995	38.84246
"tl"	121.035376	14.46193
"en"	-122.072879	37.637636
"in"	98.70057	3.54861
"es"	-3.746238	40.282369
"tr"	35.401683	37.027362
"tl"	120.88616	14.424515
"en"	121.068824	14.547658
"es"	-64.248437	-31.361883
"es"	-75.782145	5.238378
"tr"	37.365188	37.056613
"tr"	39.763663	40.99548
"ar"	7.686111	45.072778
"pt"	-44.20296	-19.959487
"pt"	-48.783879	-22.59869
"es"	-58.377421	-34.813468
"es"	-58.803004	-34.743674
"ru"	33.42296	46.753869
"ru"	22.024943	55.032926
"it"	10.266094	43.853136
"in"	-56.158642	-34.862096
"en"	28.3608	-15.46397
"en"	-0.269255	52.539073
"fr"	1.893817	41.545639
"tr"	37.021222	39.765216
"en"	-87.661353	41.925405
"fr"	2.36195	48.82783
"ru"	129.713642	62.021915
"es"	-64.097372	-32.172389
"en"	-1.815336	50.730939
"ru"	81.208096	51.495802
"en"	-0.74078	52.670973
"en"	0.002198	51.417416
"in"	-6.950087	37.254605
"es"	-59.099539	-35.192712
"tr"	32.665562	39.851816
"pt"	-46.73721	-23.653186
"und"	-99.99809	20.396216
"es"	-5.321409	37.223718
"en"	-78.633648	35.771259
"und"	-99.012753	27.732112
"ar"	39.267686	21.434599
"es"	-56.218065	-34.747421
"ja"	137.096537	36.637173
"tr"	29.123349	37.759843
"en"	28.977405	41.034689
"en"	-96.948895	32.814018
"en"	-77.367081	44.164536
"th"	100.755705	13.621407
"en"	-94.816719	29.317624
"in"	106.797034	-6.124337
"tr"	29.177059	40.195548
"ar"	48.124107	29.146961
"en"	-1.623516	54.964249
"es"	-57.95384	-34.92675
"tr"	28.985495	41.036907
"tr"	38.377139	40.911394
"en"	106.61408	-6.19175
"en"	-119.417932	36.778261
"en"	-118.18961	34.693544
"tr"	29.46442	40.132451
"en"	32.810215	39.913228
"ja"	135.772691	34.967096
"in"	113.31162	-8.23761
"ar"	48.113386	29.179768
"en"	20.46069	44.820872
"fr"	105.245981	-5.366434
"en"	7.575187	45.083264
"de"	11.576036	48.137084
"en"	-88.056619	43.153953
"es"	-58.375021	-34.642985
"tr"	29.078412	37.78165
"pt"	-43.940166	-19.924772
"en"	-74.0133	40.711324
"en"	-61.46584	10.23866
"und"	4.450127	43.676134
"en"	-73.985154	40.574541
"pt"	-53.062725	-25.742037
"es"	-62.272718	-38.723504
"en"	-89.206944	37.717669
"in"	110.457107	1.450761
"en"	-85.627284	38.221477
"en"	11.55	43.066667
"en"	-94.358353	43.557852
"de"	7.91667	47.35
"pt"	-46.524853	-21.374475
"ja"	139.779878	36.527181
"en"	-4.374042	55.899438
"tr"	29.043835	40.971154
"in"	114.63433	-3.317422
"es"	-68.795604	-32.936982
"es"	-56.037095	-28.56321
"tr"	28.629318	41.02504
"und"	121.152206	14.240989
"pt"	-43.419393	-22.772127
"en"	-122.319488	37.566979
"tr"	35.245242	38.75607
"tr"	27.06348	38.394306
"pt"	-48.929116	-19.307616
"es"	-47.9287	-15.7785
"pt"	-51.963308	-29.441151
"in"	106.81742	-6.14345
"en"	-81.722916	30.410733
"en"	-121.886584	37.333593
"it"	-72.616985	-38.748663
"en"	123.864251	10.291971
"en"	-82.3728	36.3354
"en"	-69.99744	18.485226
"en"	-80.395572	25.994644
"en"	-84.108839	40.707455
"es"	-64.276401	-27.821385
"ru"	46.127027	51.482966
"pt"	-60.659275	2.831755
"es"	-57.95607	-34.920658
"ja"	130.435349	33.647136
"fr"	115.879462	-32.0444
"en"	-83.950807	43.41947
"en"	-0.128893	51.520948
"en"	2.144225	41.411639
"ar"	31.671442	30.578588
"es"	-59.041298	-27.428061
"th"	100.569643	13.839669
"en"	-96.476657	16.963538
"es"	-70.5574	-33.38355
"und"	135.40048	34.747407
"tl"	27.85251	-26.707668
"en"	7.298277	52.990225
"es"	-56.13358	-34.886615
"ja"	139.697723	35.647632
"und"	103.830369	1.437173
"en"	-0.125063	51.531395
"tr"	27.144935	38.439841
"es"	-73.115756	-36.838723
"tl"	120.578586	18.140296
"en"	-97.449908	25.9164
"tr"	36.922801	37.571045
"es"	-70.654078	-33.441902
"tr"	40.179239	37.953744
"es"	-69.93247	18.542209
"pt"	-60.721264	2.81785
"in"	106.64752	-6.22174
"pt"	-43.573368	-22.861314
"en"	-74.21767	40.136023
"tl"	112.61366	-7.9671
"tr"	35.365846	38.648507
"en"	-90.183198	32.318261
"pt"	-48.613818	-27.084033
"en"	-71.055252	42.356118
"tr"	28.361504	37.215382
"en"	-113.999579	51.006625
"pt"	-48.5467	-25.830677
"pt"	-44.027887	-19.84222
"en"	-3.762904	40.363944
"en"	-73.985131	40.758895
"en"	-104.7575	38.819749
"en"	-121.370782	38.683021
"pt"	-46.7528	-23.6019
"en"	0.134693	51.532455
"es"	-3.362991	40.493509
"es"	-63.250713	-30.897806
"tr"	35.972423	38.69234
"tr"	29.232027	40.907351
"tr"	29.094477	41.013929
"en"	2.14983	41.354795
"en"	-97.133345	33.625941
"en"	-0.077061	51.523722
"in"	106.04374	-6.00735
"und"	107.612589	-6.929581
"es"	-58.509765	-34.697562
"und"	45.977228	51.568929
"en"	103.844874	1.432765
"in"	110.43537	-7.00552
"es"	-96.133004	19.196181
"in"	117.23079	-0.8335
"in"	108.354957	-7.322506
"pt"	-51.228076	-30.036664
"pt"	-46.693655	-23.544427
"tr"	29.119726	40.189028
"es"	-3.70535	40.452219
"tr"	36.940563	40.591815
"tr"	29.005558	41.067868
"tr"	31.341723	36.809617
"tr"	29.086139	41.144767
"en"	-122.402974	37.786477
"es"	-56.702402	-36.548746
"tr"	32.630105	41.208778
"en"	-97.90314	30.23261
"pt"	-46.780497	-23.663585
"es"	-70.6433	-33.4493
"und"	3.906109	49.862676
"en"	-8.5225	40.566389
"pt"	-57.081534	-29.748359
"ja"	139.390837	35.452731
"fr"	1.6296	50.501806
"es"	-83.893227	9.916077
"th"	98.889172	18.754659
"en"	26.411185	40.123716
"pt"	-46.187123	-23.535614
"ja"	139.366153	35.38008
"es"	-58.055214	-34.868106
"en"	-89.581605	44.540852
"pt"	-43.705223	-22.906734
"ar"	46.850799	24.727992
"in"	110.784678	-7.556704
"es"	-67.083983	-39.103599
"pt"	-47.331568	-22.724677
"und"	41.729632	40.886073
"ja"	136.500559	36.060923
"de"	13.3499	52.5045
"pt"	-46.397104	-23.51364
"en"	-114.090679	51.046149
"in"	1.814016	47.746721
"tr"	29.501932	40.069868
"in"	104.737258	-2.960711
"tr"	39.547902	39.106198
"pt"	-44.04997	-22.478925
"tr"	35.153533	42.024655
"en"	-82.28759	27.932589
"en"	28.986835	39.088379
"en"	-75.497703	40.040988
"und"	-88.219008	41.555341
"es"	-57.497424	-25.325266
"en"	-0.018254	52.971604
"en"	-95.486358	30.52361
"en"	76.706853	30.700701
"en"	-118.463333	33.989333
"en"	48.025034	29.300806
"en"	-84.436954	33.640601
"ja"	139.775802	35.708985
"es"	-68.014356	10.214487
"in"	106.91444	-6.10446
"en"	31.375849	30.124656
"es"	-99.1277	19.4285
"en"	0.106775	51.759011
"en"	-73.816262	40.700521
"en"	-0.147839	51.437073
"tr"	29.006739	41.041572
"tr"	32.814091	39.948282
"es"	2.700913	39.551228
"en"	-1.239961	54.690125
"en"	-3.165052	51.494303
"pt"	-43.288708	-22.800163
"in"	106.777111	-6.187236
"es"	-99.184943	19.393496
"tr"	41.811207	41.181692
"pt"	-51.325504	-30.112103
"tr"	28.78111	41.07898
"pt"	-46.587474	-23.701541
"pt"	-52.210138	-29.609111
"tr"	35.28553	38.172519
"pt"	-48.30126	-18.931411
"in"	115.131	-2.93443
"pt"	-48.964701	-27.08611
"fr"	-9.944722	53.551111
"en"	-73.124245	-40.58105
"pt"	-48.062339	-15.820427
"pt"	-47.518484	-22.585046
"in"	106.71283	-6.35237
"tr"	35.602375	38.457692
"es"	-70.599919	-33.518776
"pt"	-43.300751	-22.897952
"en"	121.053745	14.611663
"es"	-3.710727	40.411349
"en"	-73.680245	45.51264
"in"	106.844423	-6.216216
"th"	100.623744	13.761063
"ja"	141.02	38.19
"pt"	-43.921545	-19.890917
"en"	7.048767	4.803544
"tl"	121.023144	14.337822
"en"	-89.587858	36.876719
"ar"	51.446925	25.334022
"tr"	7.29651	43.7218
"tr"	30.659082	36.893215
"en"	-73.652214	41.002041
"in"	100.37862	-0.83591
"en"	23.772941	37.886121
"es"	-57.635209	-25.28869
"pt"	-51.216741	-30.046304
"und"	-74.800029	10.940737
"in"	119.482121	-5.138664
"en"	-94.266094	34.5468
"in"	-47.656793	-15.609174
"tr"	30.466234	36.300636
"tr"	21.157994	42.366756
"en"	29.01725	41.02599
"it"	9.2137	45.489939
"in"	106.858131	-6.202346
"en"	-84.263522	33.941915
"pt"	-42.478099	-20.298978
"en"	106.94183	-6.26551
"en"	-96.679046	33.07438
"en"	-118.203049	34.067818
"ru"	30.712276	46.422031
"tr"	35.76334	38.581706
"tr"	35.315751	37.048833
"en"	121.066237	14.625034
"tr"	27.986462	40.340196
"pt"	-45.961204	-23.539713
"pt"	-43.9378	-19.9208
"in"	97.14763	5.180886
"ja"	139.557988	35.516796
"und"	-97.879185	27.519797
"en"	17.05424	-22.51291
"es"	-63.762433	-35.64924
"ru"	55.940442	58.003994
"tr"	26.838276	38.195868
"und"	-48.702	-27.641364
"tr"	28.780976	41.000136
"pt"	-46.658721	-23.625967
"es"	-65.297405	-43.262509
"en"	30.932762	29.952398
"tr"	29.305009	40.926859
"es"	-3.39036	38.763715
"es"	-58.026365	-31.376689
"tr"	29.016795	40.212777
"tl"	120.594097	14.571388
"tr"	20.74433	42.219853
"tr"	30.693627	36.894684
"pt"	-54.855538	-29.186474
"pt"	-51.216207	-30.040747
"en"	-81.630141	40.506229
"tr"	27.854805	37.854932
"und"	-101.87008	33.588375
"es"	-43.076744	-22.831773
"it"	12.290652	45.213347
"en"	-122.404761	37.793428
"in"	100.53424	5.636945
"es"	-56.230573	-34.742152
"en"	120.970423	14.234908
"en"	28.981373	41.085751
"th"	127.019829	37.553954
"en"	-4.706382	36.770278
"en"	1.752014	41.831438
"en"	2.161939	41.368915
"tr"	35.426849	38.81061
"tr"	27.248319	40.227009
"it"	114.158768	22.281763
"en"	13.05837	55.578911
"ja"	139.858489	35.669318
"en"	-95.790756	29.796745
"es"	-76.526207	3.435746
"en"	-118.290235	34.048602
"es"	-65.262665	-26.842067
"en"	2.137555	41.352256
"en"	-74.429942	40.813716
"th"	104.854803	15.252224
"tr"	29.098842	37.747648
"en"	-81.826381	28.743913
"pt"	-8.60548	41.149143
"fr"	2.14517	41.366228
"pt"	-59.129516	-3.578205
"pt"	-48.45028	-22.90213
"pt"	-48.466045	-27.431287
"ja"	139.376056	35.828026
"en"	-71.096774	42.346938
"en"	-0.760391	52.521849
"in"	105.258563	-5.399416
"und"	-5.933054	37.157268
"en"	-66.0716	18.424726
"tl"	121.865194	13.533709
"tr"	28.853648	41.022705
"und"	106.75308	-6.243097
"en"	139.768279	35.546979
"en"	-95.258292	38.954954
"es"	-64.19775	-31.40444
"en"	-86.407335	41.222453
"en"	28.23617	-25.75048
"in"	98.66791	3.60176
"en"	27.860066	-32.997089
"es"	-99.185273	19.432747
"en"	18.000571	59.372254
"pt"	-51.129333	-30.033086
"tr"	28.962732	41.058229
"en"	-89.589015	40.715224
"ar"	43.371871	25.841142
"th"	102.857963	16.426521
"en"	33.890536	27.019995
"en"	-75.359123	39.765463
"en"	-77.036366	38.895112
"in"	107.54918	-6.93341
"tr"	27.907035	39.655298
"in"	101.838493	2.499823
"en"	-73.306153	40.871855
"es"	-73.5766	45.479641
"es"	-65.259264	-26.814204
"en"	14.49464	35.84902
"tr"	32.813747	39.910066
"tr"	32.645445	39.857112
"tr"	28.683162	41.029977
"en"	153.488267	-28.135881
"es"	-60.636019	-32.979619
"en"	-83.682835	42.318795
"tr"	31.760815	41.452261
"ja"	139.717736	35.667007
"en"	-97.223317	49.905617
"tl"	120.964462	14.613309
"en"	51.530099	25.350335
"es"	-0.461906	39.439088
"en"	-94.218029	30.255634
"en"	120.986653	14.452894
"en"	2.342893	48.895003
"en"	-119.754834	36.866998
"en"	28.132829	-25.936357
"pt"	-46.555613	-22.907504
"ja"	135.450309	34.511906
"pt"	-8.51373	40.931991
"en"	-85.708519	37.986124
"tr"	32.823926	39.93823
"ru"	46.030159	51.522799
"en"	-89.025226	42.333957
"en"	-34.888822	-8.072248
"en"	-88.234208	37.298283
"en"	3.983896	43.677188
"pt"	-43.297948	-22.768278
"en"	90.400559	23.884504
"es"	-55.778927	-27.75113
"en"	-97.337545	37.692236
"es"	-60.52383	-31.727609
"en"	-70.688699	19.473176
"en"	110.509759	-7.332636
"ja"	136.864624	35.155818
"tr"	28.130583	41.163479
"en"	-1.487651	53.380589
"tr"	29.124842	40.992791
"pt"	-60.011434	-3.105177
"en"	104.22516	1.062539
"en"	-122.042541	37.325728
"ja"	139.38664	35.681546
"en"	-0.824497	51.738586
"en"	-86.215623	41.692981
"en"	-0.063163	51.545308
"en"	-98.398047	29.517522
"en"	-75.060978	42.468717
"en"	28.966538	41.079059
"es"	-41.480008	-22.114378
"es"	-58.703887	-34.491012
"en"	-118.32665	34.100961
"ja"	135.5233	34.6806
"en"	-74.49734	40.793731
"pt"	-8.589462	40.914808
"en"	-83.687066	43.004218
"tr"	39.225397	38.681942
"en"	113.237127	-7.189352
"es"	-4.634322	36.541578
"es"	-3.606785	37.171174
"es"	-70.6484	-33.46235
"pt"	-51.149929	-30.049871
"tr"	40.184233	37.936623
"en"	-96.428149	42.526889
"en"	-81.331406	28.53785
"es"	-3.838827	40.332845
"pt"	-42.027177	-22.970832
"in"	101.553926	3.132985
"en"	-80.973865	32.302539
"en"	-82.985291	39.989085
"ru"	33.237997	50.235088
"en"	-46.567262	-23.707772
"en"	120.600552	13.219768
"tl"	121.063713	14.547642
"tl"	98.64304	3.58224
"en"	-77.347827	34.755228
"en"	-157.822605	21.271848
"fr"	0.064508	43.219563
"pt"	-53.58011	-34.028582
"tr"	46.110918	40.775974
"es"	-8.812658	42.511656
"en"	1.403226	51.222691
"es"	-76.244645	3.418793
"ja"	135.386047	35.474773
"fr"	1.878732	47.940653
"in"	100.483658	5.519466
"es"	-58.789653	-34.728887
"es"	-68.096127	-38.943031
"und"	29.157016	36.63623
"fr"	11.560301	48.138363
"en"	19.23548	50.267836
"tl"	-99.15873	19.450966
"en"	-115.116078	36.099928
"pt"	-51.109721	-30.076015
"es"	-4.433871	36.714804
"pt"	-46.700077	-23.582806
"ru"	37.741162	44.737003
"en"	2.145725	41.355775
"en"	-4.581595	55.993206
"en"	-97.67	29.86
"en"	28.137382	-25.749925
"ru"	30.339516	59.922122
"tr"	27.846996	39.656831
"en"	-74.578173	39.277386
"en"	47.714612	30.389883
"ru"	60.494465	56.794992
"in"	102.847825	1.925803
"en"	-81.39078	28.575032
"es"	-66.76649	10.46747
"tl"	121.050323	14.741136
"fr"	2.494701	48.680044
"en"	-77.410682	39.414084
"tr"	28.378319	40.23743
"en"	-93.131575	44.743097
"en"	0.15	50.7667
"in"	100.29247	-0.78456
"en"	-72.900336	41.332458
"es"	-5.651207	40.978126
"es"	-123.630396	48.635373
"tr"	44.048249	39.923454
"en"	-96.806758	33.086758
"pt"	-46.419314	-23.524169
"en"	29.054507	41.100323
"en"	-118.374538	34.164803
"tr"	32.524253	38.017502
"es"	-64.462143	-31.409912
"es"	-61.229712	-30.316752
"ru"	49.272026	53.530188
"en"	-5.98694	37.3772
"tr"	28.96332	40.201945
"en"	-80.121278	25.859305
"es"	-57.979381	-34.952065
"en"	100.282222	16.773056
"es"	-0.74368	38.372313
"pt"	-50.305317	-27.796337
"tr"	28.220342	39.975597
"fr"	0.735685	47.377301
"en"	-82.719685	38.516685
"es"	-2.6856	42.7405
"en"	-2.213339	53.445168
"pt"	-37.320768	-11.003566
"en"	7.469639	9.073592
"ar"	30.938097	31.107801
"pt"	-43.359119	-22.9527
"en"	-0.139705	51.511221
"ar"	29.790321	31.119138
"en"	-87.6196	41.8913
"en"	-97.803008	30.12258
"es"	-101.682774	21.121675
"en"	101.616991	3.031736
"en"	-97.939764	29.872436
"en"	-85.576856	38.308047
