lang	long	lat
"pt"	-34.881374	-8.060269
"en"	10.320382	36.886226
"en"	-51.151232	-29.70211
"pt"	-47.940718	-15.802495
"und"	13.8	45.6333
"en"	102.827301	16.461167
"en"	100.409941	5.514426
"in"	116.872929	-1.260018
"pt"	0.70581	41.53795
"pt"	-46.694397	-23.609135
"en"	-6.49686	53.456292
"es"	6.152804	46.193083
"tr"	35.38975	38.382754
"en"	119.476865	-5.137728
"es"	-58.948923	-34.18522
"pt"	-49.412491	-25.471072
"in"	-71.391961	41.822236
"it"	-55.135102	-27.480898
"es"	-57.565899	-38.050089
"es"	-90.501921	14.636612
"en"	-1.745535	52.116443
"en"	-104.930615	39.805225
"en"	28.018571	-26.035398
"ja"	139.751242	35.97764
"und"	-4.783631	37.888977
"pt"	-48.673266	-26.890227
"in"	101.732833	2.79688
"en"	28.20841	-25.82825
"ru"	41.54575	58.46745
"es"	-62.986925	-35.492102
"pt"	-43.985456	-19.94333
"en"	17.257861	62.414369
"tl"	-99.231642	19.308592
"es"	-13.846733	28.874939
"en"	-0.152722	51.183543
"en"	-79.750956	43.758001
"pt"	-48.637074	-26.977946
"en"	-84.360093	39.31148
"pt"	-43.304509	-22.825876
"ar"	39.196764	21.480337
"es"	-58.622366	-34.747291
"pt"	-51.615477	-27.348155
"en"	-90.293107	38.539131
"en"	-73.993901	40.717832
"en"	107.58627	-6.86053
"tr"	29.075765	37.774453
"en"	0.088663	51.484975
"in"	106.805961	-6.603153
"fr"	2.320634	48.972403
"en"	-3.588586	50.427625
"pt"	-58.433838	-3.137891
"nl"	5.017245	52.306642
"ru"	56.255608	57.994068
"en"	-9.165976	54.140196
"es"	-58.622738	-34.698133
"in"	110.41098	-7.76391
"ru"	30.733617	46.453763
"ja"	136.716763	35.180079
"en"	-71.369872	41.813619
"en"	-84.39	33.76
"en"	0.247372	50.855833
"in"	124.869896	1.496395
"es"	-58.768467	-34.560655
"es"	-74.800288	10.956917
"en"	8.693631	49.720448
"tr"	28.361966	37.215962
"in"	110.84085	-6.81846
"pt"	-49.248738	-28.810054
"en"	100.347068	6.126562
"en"	-97.552077	35.607692
"en"	121.067578	14.342937
"en"	-98.681368	29.441068
"tr"	35.329671	36.999005
"und"	1.284938	38.968993
"en"	26.574985	41.666228
"en"	-4.020556	55.931667
"en"	2.138399	41.356715
"pt"	-46.521614	-18.585604
"in"	102.258151	2.218185
"en"	-96.769923	32.802955
"en"	-88.041792	43.133554
"en"	3.941869	7.423186
"tr"	27.424289	38.62327
"und"	-119.801424	39.497265
"pt"	-48.059012	-15.827959
"in"	106.85114	-6.27505
"en"	-2.533593	51.476267
"en"	-51.226538	-30.03545
"es"	-84.065058	9.963491
"en"	-0.1271	51.5063
"en"	25.976996	-24.686248
"pt"	-53.840029	-29.078607
"en"	-95.491613	29.405405
"es"	-56.439113	-25.447303
"tr"	28.892791	41.032592
"en"	-91.87352	39.171646
"ja"	139.627776	35.844262
"tr"	35.151302	38.468635
"en"	121.057044	14.581993
"en"	-81.932048	34.949567
"ar"	39.378822	21.476599
"en"	28.176821	-25.882078
"de"	13.375602	52.499059
"und"	121.06019	14.521246
"ru"	35.025073	48.514268
"en"	-71.068827	42.34695
"pt"	-8.385892	39.49252
"ar"	46.637166	24.585857
"en"	-67.094007	-39.113801
"en"	-101.936358	35.188057
"tr"	39.222347	38.674749
"en"	-78.685228	35.786673
"en"	-81.005344	29.222096
"pt"	-53.383226	-33.534705
"en"	16.923475	52.435305
"en"	101.446497	3.767164
"es"	-58.586209	-34.488848
"en"	-4.243199	51.682939
"pt"	2.20237	41.408442
"en"	-60.019671	-3.105355
"in"	115.191013	-8.60951
"und"	-6.687771	52.683948
"en"	-118.825948	34.152153
"en"	-118.357317	34.018812
"und"	-0.02335	51.621001
"ru"	9.23233	48.47595
"en"	-74.445639	40.347
"und"	20.981381	44.225273
"fr"	33.921753	35.135638
"tr"	35.65518	38.273471
"pt"	-46.643588	-23.545595
"tr"	31.799104	41.45778
"pt"	-44.306299	-20.068215
"pt"	-51.324229	-30.146955
"en"	-48.61467	-26.800679
"es"	-62.293517	-38.690431
"en"	-118.177527	33.793593
"pt"	-44.052539	-19.939012
"en"	-78.291328	35.077823
"es"	-58.662416	-34.504934
"en"	16.376481	48.207224
"und"	-71.259305	41.645908
"ru"	37.341371	55.646662
"th"	100.882942	12.881827
"pt"	-43.244316	-22.921301
"tr"	32.785918	39.890011
"en"	-119.755019	36.805077
"ru"	30.240713	59.939573
"es"	-58.64908	-34.645188
"ja"	139.699917	35.562604
"en"	120.959302	15.489735
"en"	121.121302	14.214594
"en"	-83.223081	42.318611
"fr"	-0.238044	47.816529
"en"	-83.386804	43.089074
"en"	-121.423817	37.761426
"ru"	82.819865	54.983535
"en"	77.564809	13.032333
"tr"	28.958808	41.0253
"tr"	27.180562	38.374433
"in"	-60.297817	-36.892206
"en"	-1.104307	52.864865
"en"	100.646445	13.817798
"pt"	-51.081948	-30.004025
"es"	-59.034813	-31.862699
"en"	116.9542	-0.408748
"fr"	-99.10066	19.499857
"ru"	104.207002	52.262839
"ja"	139.817912	35.717465
"es"	-68.26191	10.17871
"en"	-150.091543	39.506124
"und"	-82.629863	35.611112
"in"	106.86323	-6.217598
"en"	-76.320847	39.540817
"ar"	58.291626	23.577301
"it"	16.280589	41.319053
"en"	111.9089	-8.06497
"en"	-112.04848	41.158457
"en"	2.152479	41.380987
"en"	-119.682517	36.817624
"en"	-117.012202	32.58216
"pt"	-46.619603	-23.680905
"en"	-122.362853	47.563631
"en"	-102.303293	21.876359
"es"	-66.9167	10.5
"en"	30.865575	36.887935
"pt"	-43.953649	-19.855361
"und"	-98.987568	31.729413
"es"	-90.534046	14.566317
"tr"	27.233018	38.471306
"es"	-90.574443	14.64773
"en"	-2.313664	53.446908
"en"	-88.93312	37.897944
"es"	-59.144335	-37.32149
"in"	97.958731	4.482276
"es"	-86.941681	20.492391
"en"	-87.915164	39.002511
"ru"	50.113686	53.207419
"fr"	2.599773	48.719768
"es"	-48.515408	-25.767374
"en"	-94.767878	32.533554
"tr"	35.329671	36.999005
"nl"	5.864521	51.826767
"th"	100.604565	14.011943
"in"	110.912399	-7.802316
"en"	-80.0495	26.710788
"in"	-2.892201	43.23645
"en"	28.20249	-26.3519
"tr"	28.997629	41.05204
"es"	-96.788973	17.21311
"fr"	2.244624	48.832663
"pt"	-46.793556	-23.530407
"ru"	40.998095	57.800643
"pt"	-8.419995	41.258251
"in"	106.86396	-6.47494
"es"	-64.305453	-36.59868
"pt"	-48.602273	-27.575329
"ja"	139.755775	35.789028
"en"	44.927543	54.062326
"tr"	29.029119	40.990475
"ru"	113.501805	52.053074
"en"	28.07316	-25.781903
"in"	32.038985	36.540881
"en"	-83.205992	42.745129
"en"	-0.564444	51.598611
"en"	-84.514092	39.286255
"en"	-81.365137	41.637993
"en"	-3.183608	51.592135
"en"	28.966538	41.079059
"nl"	102.431366	2.167005
"tr"	28.81907	40.979687
"es"	-63.040608	-31.417588
"en"	-85.711111	38.3175
"en"	-0.131485	51.47544
"en"	-118.156586	34.079196
"ru"	34.331739	47.57913
"es"	-74.094115	4.688677
"en"	-76.159375	36.848292
"tr"	28.929547	41.077515
"pt"	-46.650298	-23.566769
"en"	-84.140388	34.178669
"ja"	138.845134	35.118001
"en"	101.752225	3.133872
"en"	-73.953484	40.769173
"en"	-78.913081	36.026145
"es"	-65.412619	-24.731534
"en"	-87.687826	30.270903
"es"	-0.393819	39.475091
"tr"	32.86336	39.895081
"en"	-51.205871	-29.906375
"ar"	31.267608	30.049758
"es"	-54.643989	-26.402792
"en"	-96.603689	50.357402
"it"	9.281764	45.57402
"en"	-103.42586	20.651662
"pt"	-50.648599	-25.485548
"tr"	29.304116	40.916635
"tr"	42.126732	40.82658
"tr"	29.123597	40.924636
"tr"	28.853649	41.022706
"es"	-76.533381	3.454118
"es"	-58.955733	-34.183528
"tr"	32.856067	39.918681
"en"	-73.963762	40.71401
"tr"	28.980603	41.034855
"pt"	-43.346774	-22.874185
"tr"	27.402766	38.630184
"en"	115.18251	-8.801224
"tr"	27.098763	38.456584
"en"	49.132117	55.895123
"pt"	-46.781695	-23.20125
"tl"	120.961661	14.615818
"tr"	36.33489	41.284668
"es"	-58.347378	-34.703809
"en"	-80.39051	27.248408
"tr"	29.133922	40.998097
"en"	12.58873	41.835524
"en"	-0.744635	51.417181
"tr"	29.02909	40.992006
"en"	119.44543	-5.15658
"ru"	24.696597	48.91735
"pt"	-9.139267	38.732144
"en"	-2.89273	56.637586
"in"	105.255098	-5.419838
"tl"	120.97314	14.66243
"es"	-4.455565	36.712657
"es"	-64.341423	-31.222818
"it"	9.567057	45.732761
"fr"	2.303498	48.599855
"pt"	-48.286328	-15.167531
"en"	-123.12422	49.28153
"en"	-122.838466	42.345537
"es"	-58.845681	-34.611642
"en"	-74.070834	40.593237
"in"	103.747961	1.360576
"und"	11.449667	3.87134
"und"	-46.397813	-23.965931
"tr"	27.15632	38.391353
"pt"	-50.877319	-29.372018
"en"	-43.922824	-19.935032
"en"	-80.4363	27.730347
"und"	-89.985581	29.91726
"in"	106.694715	-6.223488
"es"	-2.841749	43.228865
"en"	-71.195611	42.504817
"es"	-0.696629	38.261586
"es"	-3.70325	40.4167
"es"	-99.873779	16.859439
"en"	-117.829656	33.699916
"en"	-1.585089	6.648051
"es"	-79.198457	-3.995107
"en"	-97.639796	35.511918
"in"	110.412272	-7.761203
"tr"	27.81703	37.83205
"pt"	-50.841157	-29.641807
"tr"	27.843005	37.847953
"tl"	101.145238	4.6369
"en"	-103.291255	20.566861
"pt"	-8.635942	41.09938
"en"	-1.177524	52.658221
"pt"	-49.208213	-25.431368
"tr"	29.088681	37.753802
"en"	-84.162296	31.58595
"en"	112.97479	-7.92164
"en"	-81.277252	28.787829
"en"	-119.822418	39.504643
"ar"	-1.676154	53.85361
"en"	-6.364844	53.282118
"en"	-117.4995	33.941292
"in"	106.94893	-6.24769
"en"	101.708281	3.153484
"in"	110.449794	-7.746144
"ar"	41.753149	22.433901
"en"	-88.042093	30.691587
"en"	2.152638	41.40732
"tr"	69.253673	41.289858
"fr"	36.708097	-1.22815
"en"	-73.785235	40.640347
"tr"	27.115358	38.480543
"ar"	54.545146	24.274149
"tl"	121.925778	11.963146
"en"	-80.201855	25.723136
"es"	-65.244573	-32.563112
"en"	-95.422621	29.949072
"tr"	36.195334	41.366876
"en"	29.042055	41.026504
"es"	-96.13515	19.157987
"en"	-121.298407	38.6981
"tr"	27.113991	38.383412
"es"	-62.262348	-38.732403
"en"	16.313407	48.186008
"en"	-95.401624	29.707795
"en"	28.096272	-26.059152
"fr"	2.391592	48.871118
"en"	-82.589472	28.44903
"en"	-74.654749	40.317556
"pt"	-46.269628	-23.987067
"tr"	31.761193	41.450551
"es"	2.089642	41.569721
"en"	-82.534337	34.824884
"tr"	28.836549	41.023523
"en"	-87.698813	41.74491
"en"	112.62179	-7.94488
"pt"	-43.013339	-22.814913
"en"	-6.289838	53.379862
"es"	-60.024681	-34.902814
"pt"	-8.870671	38.935368
"ja"	139.506774	35.874074
"pt"	-49.5065	-2.24683
"en"	124.851632	1.491552
"es"	-58.500932	-33.002095
"und"	44.353134	39.42123
"pt"	-51.966839	-31.364366
"en"	-81.513381	41.369361
"und"	-95.370903	29.726907
"en"	-78.756226	44.401369
"pt"	-46.690401	-23.748792
"en"	-70.885699	42.170951
"en"	-74.005823	40.740502
"pt"	-51.208475	-29.160112
"es"	-59.143267	-37.307789
"tr"	32.506056	37.948123
"in"	112.76531	-7.22183
"pt"	-49.092497	-26.483315
"es"	31.007469	-29.860935
"en"	-117.900278	33.608611
"en"	-72.763989	42.103369
"th"	100.602757	13.977415
"en"	-8.227688	37.091315
"und"	-58.390571	-34.611629
"ar"	31.207934	30.053183
"en"	-95.940201	41.196114
"es"	-57.579013	-37.949858
"en"	-2.681025	53.668263
"ja"	139.615044	35.709327
"pt"	-38.616273	-3.782471
"es"	-3.618084	40.420252
"en"	2.158612	41.373001
"tr"	32.655869	41.218895
"pt"	-43.425334	-22.880721
"en"	-76.741853	38.97898
"fr"	0.173088	45.63089
"in"	117.474028	0.143458
"pt"	-52.171395	-22.528376
"tr"	28.824521	41.025958
"und"	-74.085316	4.542346
"es"	-93.169444	44.918061
"en"	-2.977228	55.960446
"en"	-80.481918	35.675241
"en"	-122.341047	47.608709
"tr"	28.903141	41.007372
"fr"	-43.097413	-22.87333
"tr"	29.010789	41.025989
"en"	-83.05736	42.35267
"en"	-1.654576	49.580581
"en"	-75.15086	40.039106
"es"	-99.155585	19.403431
"es"	-58.23347	-34.753361
"pt"	-43.680793	-22.919195
"pt"	-52.367276	-31.763945
"en"	6.9725	51.62
"ru"	102.439318	51.905866
"pt"	-51.261471	-29.880935
"tr"	29.025157	41.047256
"en"	-93.603886	41.719111
"pt"	-46.779093	-23.70099
"tr"	27.122378	38.402097
"tl"	125.610765	7.137301
"en"	-5.909581	54.557596
"en"	-3.178862	56.193313
"en"	-76.643665	39.309963
"und"	-80.135829	40.966913
"es"	-3.586425	37.118336
"fr"	-1.770057	46.521924
"ar"	50.566028	26.12168
"pt"	-51.150008	-30.152748
"und"	-76.528933	3.428747
"en"	-79.124862	33.438473
"ar"	46.657173	24.730532
"pt"	-44.04566	-19.621727
"en"	2.678169	49.065221
"und"	139.040684	37.656888
"en"	-0.77205	51.329277
"en"	-6.302897	53.385419
"en"	-97.508834	35.564223
"es"	-6.085991	40.111181
"en"	-81.423486	28.387403
"en"	2.160917	41.416777
"pt"	-7.400192	38.721892
"en"	-87.663444	37.969067
"ja"	135.803755	34.984311
"en"	-89.794893	35.204293
"en"	-81.302672	29.009274
"es"	-58.424185	-34.745243
"en"	-90.071801	29.952458
"de"	-88.135128	42.152925
"ar"	31.288298	29.574044
"ru"	34.97965	48.526067
"tl"	120.683375	15.066078
"en"	-84.10884	40.707456
"en"	-86.083039	39.915102
"th"	100.672343	13.756547
"es"	-58.141341	-32.215509
"und"	31.419454	36.756251
"tr"	28.851517	41.043648
"en"	-5.98694	37.3772
"en"	-82.447064	40.77203
"en"	0.048758	51.430646
"pt"	-52.153897	-32.051138
"en"	-74.852142	40.046773
"ja"	139.434507	35.470851
"en"	-75.497703	40.040988
"tl"	120.998855	14.685781
"ru"	31.007114	52.429745
"th"	103.28209	16.21637
"pt"	-80.129504	25.800702
"en"	-80.261927	25.728576
"es"	-58.576818	-34.615843
"in"	110.47204	-7.02338
"es"	-65.102084	-31.176271
"tl"	101.052438	4.552946
"es"	-7.22697	37.21178
"ja"	139.586667	35.875
"ja"	139.540469	35.796928
"en"	7.298263	52.990229
"en"	-3.307498	56.133706
"pt"	-48.511124	-27.137465
"pt"	-55.535547	-30.890978
"en"	0.780556	51.972222
"tr"	28.842202	41.017696
"en"	115.16776	-8.818997
"en"	-73.80973	41.129667
"es"	-99.194146	19.576499
"en"	-84.486001	33.836831
"ar"	47.789924	30.539507
"en"	-81.545999	41.501323
"en"	120.629902	13.847355
"tr"	27.579037	40.986732
"en"	-112.066662	33.444799
"en"	-77.572114	40.596899
"en"	-80.662853	41.024226
"tr"	35.73012	38.953881
"en"	-80.192401	25.781117
"und"	-88.355198	42.226366
"in"	106.70405	-6.21943
"en"	107.06415	-6.22884
"ru"	44.538914	48.510186
"es"	-3.591873	37.212573
"fr"	0.139258	48.010053
"pt"	-8.327167	41.214349
"fr"	2.269489	48.766408
"fr"	2.1966	41.386357
"en"	-83.134403	42.273889
"en"	-79.374902	41.207828
"en"	-84.059694	9.929114
"tr"	28.931538	41.048737
"en"	-122.126	47.662009
"tr"	29.016839	41.066537
"en"	-118.449776	34.22359
"pt"	-47.288772	-23.19619
"und"	34.857533	32.327234
"en"	-122.450138	37.79895
"en"	-89.897148	35.068746
"und"	-57.864987	-34.884922
"pt"	-46.663629	-23.544957
"pt"	-42.637015	-19.539449
"in"	106.82996	-6.37954
"es"	-64.188301	-31.425462
"ja"	133.648962	33.58431
"en"	-90.062631	29.916692
"es"	2.16177	41.419187
"fr"	-71.087567	42.352479
"en"	-83.597845	34.103058
"it"	-8.515544	52.423234
"pt"	-48.423852	-1.336541
"en"	3.420591	49.018757
"und"	29.259583	40.876198
"pt"	-46.611666	-23.707523
"es"	-58.516811	-34.533983
"en"	-97.879821	27.523504
"en"	32.5762	0.286283
"en"	-84.260185	34.057816
"en"	-6.755078	54.328876
"en"	-118.35385	33.89862
"es"	-73.352724	8.232837
"es"	2.943848	47.412733
"en"	-122.464577	48.737913
"tl"	121.599002	13.941237
"en"	-99.622389	19.280576
"in"	109.032435	-6.869578
"es"	-70.544734	-33.390898
"tr"	29.093557	37.751506
"ru"	49.026696	54.987211
"ru"	35.197165	47.803822
"ar"	38.173229	24.002711
"es"	-65.87038	18.371525
"en"	-7.86589	42.33014
"en"	-79.337375	42.451142
"ja"	121.530035	25.062732
"en"	-77.306373	38.846224
"es"	-0.464391	39.435915
"en"	-0.141882	51.518112
"ja"	139.794771	35.694443
"en"	-71.276169	42.49065
"es"	-100.321802	25.671667
"und"	-57.491186	-25.367001
"tr"	30.706902	36.887566
"en"	-104.855705	39.385977
"en"	-66.059037	18.44188
"und"	-98.562556	29.595905
"en"	-71.535801	42.335064
"tl"	120.685781	15.023045
"tr"	29.109306	41.213594
"en"	-122.298889	38.304722
"en"	-90.235458	38.775659
"en"	2.149338	41.391932
"tr"	35.294493	38.7378
"es"	-3.373097	40.477464
"es"	-3.6674	40.193357
"pt"	-62.985924	-40.799075
"nl"	4.870537	52.369981
"tl"	121.15176	14.249581
"en"	-94.149694	45.549749
"ja"	127.689924	26.211763
"in"	106.80802	-6.190016
"en"	-75.912849	42.097875
"in"	101.784932	2.837041
"en"	-77.368479	35.605819
"ru"	37.524153	55.781396
"pt"	-46.700109	-23.472401
"en"	101.724922	3.210757
"en"	28.275699	36.852283
"es"	-79.908794	-2.147829
"en"	-95.436945	29.732878
"tr"	27.209586	38.450346
"es"	-80.139531	25.791109
"tl"	121.092635	14.586367
"es"	-3.155603	40.620961
"es"	-6.098863	36.686716
"en"	-96.700327	43.549975
"in"	103.02396	-1.84231
"pt"	-9.335554	38.769423
"es"	-7.013169	38.88547
"en"	-119.728742	39.648995
"tr"	27.136342	38.311968
"en"	-115.173944	36.101787
"ar"	41.80508	19.373909
"en"	-74.00354	40.61372
"en"	120.760321	14.876979
"ru"	37.580409	55.727642
"de"	7.462865	47.006608
"in"	-0.990392	37.610137
"en"	-73.851921	41.562582
"ja"	135.6	34.596667
"ja"	139.816493	35.865652
"en"	-75.684519	45.421375
"es"	-4.42345	36.746013
"fr"	3.388161	50.607398
"pt"	-49.380547	-27.026535
"en"	50.126659	26.447295
"tr"	26.555088	41.678243
"es"	-6.324608	38.926803
"en"	-117.160606	32.74388
"en"	-74.964249	40.143242
"pt"	-35.741127	-9.647825
"und"	79.129468	-31.636006
"en"	-73.947587	40.711354
"it"	9.083517	45.251886
"pt"	-48.948489	-16.319959
"en"	77.689335	11.633823
"tr"	35.804915	40.643428
"pt"	-43.362373	-21.733816
"es"	-58.396004	-34.613719
"en"	106.095306	-6.323335
"en"	-87.675744	41.757485
"ja"	135.69524	34.940518
"en"	2.344058	50.670627
"und"	18.46731	-34.010166
"fr"	2.937172	50.438111
"tl"	107.764269	-6.930181
"es"	-3.720027	40.410407
"tr"	28.818484	41.001736
"pt"	-42.458555	-22.892023
"ru"	33.559978	48.142105
"es"	107.418843	-6.408808
"pt"	-41.964282	-18.839558
"es"	-92.924195	18.018226
"en"	73.403448	18.770263
"tr"	31.154345	40.841764
"it"	9.21378	45.489945
"en"	106.75512	-6.293699
"pt"	-41.28221	-21.826341
"tr"	30.477185	39.750854
"ar"	51.453605	25.250501
"pt"	-48.649932	-27.60501
"in"	100.942418	4.773886
"en"	-1.881404	53.72533
"fr"	-111.850766	40.391617
"fr"	2.358276	48.851636
"en"	-73.956912	40.705497
"es"	-8.813699	42.515566
"en"	-79.430791	44.622386
"und"	-6.003186	37.376076
"ja"	141.34913	43.070406
"es"	-63.006988	-40.815189
"ar"	31.483984	30.019554
"ar"	49.581662	25.594005
"es"	-59.351721	-37.289689
"en"	-74.216911	40.539325
"pt"	-59.9979	-3.113984
"es"	-55.888272	-27.366181
"tr"	32.809731	39.969202
"en"	120.9571	14.86535
"en"	-51.085975	0.04623
"in"	100.501197	13.754069
"es"	-9.14329	38.716178
"es"	-6.354954	36.762423
"en"	-71.043272	42.352938
"tr"	36.48402	40.326857
"ar"	42.422105	27.24305
"en"	-83.640261	32.816394
"ja"	129.28752	34.20264
"fr"	2.21168	48.90267
"in"	112.76374	-7.29912
"und"	-43.254466	-22.862361
"tr"	29.708496	40.421742
"fr"	-118.678681	34.035471
"en"	-93.993324	29.947733
"in"	99.728646	6.313393
"in"	104.00623	1.13101
"fr"	2.386755	48.890223
"in"	100.3806	-0.87589
"tr"	35.94022	38.86888
"en"	-81.742321	30.444798
"pt"	-40.449439	-2.895862
"en"	106.74446	-6.14467
"tr"	35.941277	38.818491
"in"	106.805029	-6.335071
"pt"	-49.488285	-28.954186
"en"	115.756848	-32.060076
"en"	30.96066	-29.83812
"en"	-87.62206	41.887668
"in"	101.445335	3.016135
"th"	103.481769	14.890185
"en"	112.741304	-7.309427
"pt"	-54.658861	-30.971395
"pt"	-43.187685	-22.941533
"ar"	46.886515	24.827871
"en"	-90.631743	30.463825
"es"	-58.852325	-34.606821
"es"	-3.722073	40.484224
"en"	28.22004	-25.753054
"en"	29.464505	-23.911728
"en"	-113.55165	53.567514
"es"	-60.716463	-32.88695
"en"	-115.2463	36.292829
"es"	-3.707392	40.472147
"en"	-70.6479	-33.463
"fr"	5.152402	43.64199
"en"	-77.242667	38.879667
"en"	-49.236285	-25.437907
"en"	-78.967869	36.267367
"en"	120.997313	14.67303
"ru"	1.904024	47.902749
"en"	30.659431	36.902881
"it"	9.213716	45.489931
"in"	113.49777	-8.240224
"en"	-97.311871	37.638306
"fr"	2.69582	48.526638
"en"	-119.939903	38.962408
"tl"	-95.142799	29.5401
"es"	-57.889358	-34.860984
"ru"	27.569308	53.842263
"ar"	46.758728	24.695468
"in"	100.36565	-0.89461
"en"	-75.151377	39.94189
"en"	-111.898592	40.756393
"und"	-58.704651	-34.539178
"und"	-3.076584	39.525469
"es"	-60.648216	-32.951526
"pt"	-47.448793	-23.488411
"tr"	28.941905	41.075072
"ja"	139.985126	35.703367
"pt"	-47.780008	-15.633822
"en"	-81.495588	28.444359
"en"	-84.411509	33.751223
"pt"	-38.395246	-12.781187
"en"	35.90613	41.567513
"in"	107.43694	-6.55633
"en"	13.919278	42.827801
"es"	-58.778064	-34.413289
"en"	-84.548831	38.010341
"es"	32.571197	15.603739
"und"	38.231898	55.565799
"es"	-44.985147	-21.722158
"es"	-64.181322	-31.420262
"en"	-78.884716	42.92084
"tr"	29.07727	40.972203
"in"	121.324957	14.070278
"en"	2.170673	41.390964
"pt"	-8.630573	40.64806
"pt"	-44.094567	-19.948617
"pt"	-43.168397	-19.930394
"pt"	-9.256762	38.757661
"tr"	31.186583	40.878687
"ar"	41.477041	20.028115
"es"	-58.301254	-34.742151
"en"	-117.247955	33.158695
"en"	-73.982721	40.763491
"en"	28.998398	41.046403
"en"	2.354912	48.860242
"en"	-93.331657	32.035653
"tr"	32.65983	41.217972
"pt"	-44.296668	-23.010176
"th"	99.012328	18.809488
"en"	-0.685371	52.257844
"es"	-3.658992	40.436051
"tr"	36.729873	41.201582
"th"	98.979102	18.793069
"th"	100.736516	14.248349
"en"	120.629902	13.847355
"es"	-54.306211	-24.062818
"en"	103.90867	1.302521
"pt"	-34.89457	-8.116401
"en"	101.041069	4.532788
"ru"	37.677537	55.787373
"tr"	32.991385	40.114577
"en"	-1.480294	53.748531
"tr"	28.0754	-26.09606
"pt"	-8.868489	38.533932
"pt"	-40.301904	-20.278855
"en"	-79.175659	35.757814
"es"	-65.204724	-32.34323
"tr"	29.226951	41.012055
"pt"	-43.200634	-22.915948
"ru"	30.467806	50.451842
"es"	-3.728738	40.389523
"en"	-86.840167	40.383714
"tr"	35.952362	38.888471
"und"	74.5269	62.2401
"en"	-119.322158	36.302151
"en"	-74.006289	40.740591
"th"	99.791305	14.038467
"ja"	139.753808	35.678085
"de"	-13.474197	29.088013
"in"	112.055168	-6.8948
"en"	-115.172792	36.11747
"en"	-97.099679	32.755303
"fr"	-71.166164	42.241765
"en"	-118.177932	34.083866
"und"	5.15239	43.641987
"pt"	-38.481439	-12.995466
"pt"	-46.589054	-23.777199
"it"	15.209817	37.794332
"en"	-94.461627	37.082599
"es"	2.127425	41.546844
"fr"	2.428343	48.78327
"en"	122.035074	14.416522
"en"	-89.863708	35.093844
"en"	2.776078	42.122153
"pt"	-46.482807	-23.426152
"in"	107.02074	-6.25015
"en"	-46.636061	-23.567854
"ru"	37.553323	55.746369
"in"	112.58373	-7.92187
"tr"	26.826226	41.548569
"es"	-87.065386	20.631227
"es"	-60.519023	-31.739453
"und"	106.936334	-6.133762
"tr"	27.306758	38.676628
"en"	-71.526753	42.141765
"en"	1.153024	51.794102
"es"	-99.122886	19.636952
"en"	-87.212057	41.578231
"tr"	29.040525	40.994278
"en"	39.616829	-4.031038
"pt"	-51.128346	-29.678068
"in"	107.641086	-6.959361
"en"	-98.969189	19.826237
"und"	41.849251	20.142364
"fr"	3.475389	50.371789
"pt"	-9.213396	38.778118
"en"	-38.419704	-12.94325
"tr"	31.120173	41.085636
"und"	-80.620209	28.093308
"es"	-5.671327	43.400055
"en"	-79.908076	37.218093
"en"	119.802209	-3.928693
"tr"	29.03885	40.970753
"ru"	60.525458	56.790445
"th"	102.87333	16.420606
"ja"	135.761045	35.004421
"pt"	-60.069894	-3.069715
"en"	-90.189906	35.13407
"tr"	29.22773	40.905976
"ar"	3.013226	36.752464
"en"	-122.389544	37.615608
"en"	121.079012	14.533133
"es"	-76.5222	3.4206
"in"	102.137464	2.275784
"in"	101.684132	2.938293
"en"	-74.002236	40.729508
"it"	-66.731332	18.459044
"en"	28.263506	-25.654261
"en"	-0.169821	51.497935
"en"	-113.95468	50.737363
"in"	-1.745769	52.116383
"pt"	-49.118847	-5.368962
"pt"	-46.505859	-23.561284
"es"	-70.027267	18.414539
"in"	29.925838	40.765304
"th"	99.490044	13.944516
"es"	-3.591684	40.46236
"es"	-58.654862	-34.400416
"tl"	28.322602	37.916814
"tr"	29.564166	41.1678
"pt"	-53.367156	-32.558618
"fr"	2.630591	48.831327
"nl"	3.420654	49.018788
"en"	28.966539	41.079058
"th"	103.44372	16.118546
"tr"	26.411611	40.162985
"pt"	-42.01774	-22.882363
"fr"	-2.005992	48.630701
"en"	-118.36438	34.050912
"pt"	0.581252	40.698012
"es"	-72.924938	5.727665
"es"	-58.345195	-34.752713
"ru"	38.854523	56.736155
"pt"	-9.071657	38.85792
"ar"	47.884627	29.278105
"en"	-77.576788	42.937896
"pt"	-52.367284	-31.763951
"pt"	-47.132284	-22.971555
"tr"	32.854056	39.920771
"es"	-3.750747	40.411429
"ru"	50.902978	56.184013
"in"	106.838537	-6.209484
"fr"	2.325781	48.87421
"tr"	31.420492	38.363601
"es"	-58.463279	-34.567281
"ru"	37.521627	55.535093
"tr"	39.762268	38.268157
"es"	-74.120245	4.677566
"in"	30.268752	40.692108
"es"	-3.695288	40.449753
"pt"	-43.459592	-22.989469
"en"	-92.933264	32.555573
"und"	-1.131494	37.951891
"tr"	28.980603	41.034855
"tr"	26.612159	41.638304
"es"	-70.614281	-33.425066
"en"	-6.338412	53.278641
"en"	-75.152766	39.987403
"es"	-6.23333	36.6
"en"	-75.373646	40.055488
"en"	-49.209059	-25.394301
"en"	-86.715899	33.531443
"tr"	27.384453	38.623057
"fr"	2.30318	48.780155
"tr"	29.233589	40.871882
"it"	9.213726	45.489957
